link,option
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59733,31376
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59733,31375
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59733,31374
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59733,31372
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59733,31371
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59733,31359
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59733,31357
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59733,31356
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59733,31355
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59737,31498
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59737,31497
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59737,31495
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59737,31483
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59737,31481
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59737,31479
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59737,31478
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59737,31449
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59737,31438
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59737,31428
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59737,31426
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59737,31424
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59737,31419
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59737,31418
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59737,31417
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59739,31607
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59739,31606
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59739,31605
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59739,31604
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59739,31603
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59739,31602
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59739,31601
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59739,31598
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59739,31593
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59739,31591
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59739,31590
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59739,31572
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59739,31514
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59757,31681
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59757,31680
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59757,31677
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59757,31676
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59757,31666
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59757,31665
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59757,31663
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59757,31636
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59757,31628
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59757,31623
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59757,31622
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59757,31621
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59762,31748
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59762,31719
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59762,31694
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59762,31693
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59772,31827
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59772,31826
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59772,31803
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59772,31801
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59772,31798
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59772,31784
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59772,31782
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59772,31773
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59772,31762
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59772,31761
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59772,31760
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59778,31892
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59778,31886
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59778,31885
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59778,31840
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59778,31839
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59782,31933
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59782,31928
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59782,31922
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59782,31921
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59782,31904
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59782,31902
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59782,31901
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59799,32138
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59799,32133
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59799,32132
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59799,32122
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59799,32119
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59799,32113
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59799,32102
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59799,32060
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59799,31997
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59799,31994
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59799,31958
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59799,31948
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59799,31947
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59799,31946
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59810,32234
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59810,32222
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59810,32220
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59810,32199
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59810,32198
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59810,32157
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59810,32155
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59810,32152
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59810,32151
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59812,32305
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59812,32303
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59812,32302
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59812,32300
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59812,32297
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59812,32293
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59812,32292
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59812,32291
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59812,32288
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59812,32283
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59812,32272
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59812,32271
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59812,32270
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59812,32268
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59812,32261
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59812,32252
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59812,32251
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59812,32250
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59812,32242
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59812,32238
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59812,32237
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59819,32425
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59819,32423
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59819,32419
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59819,32407
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59823,32598
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59823,32597
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59823,32570
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59823,32563
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59823,32562
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59823,32561
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59823,32548
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59823,32543
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59823,32497
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59823,32484
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59829,32765
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59829,32764
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59829,32763
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59829,32762
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59829,32761
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59829,32760
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59829,32759
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59829,32758
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59829,32622
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59829,32621
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59829,32620
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59838,32859
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59838,32858
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59846,33111
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59846,33110
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59846,33108
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59846,33096
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59846,33095
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59846,32994
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59846,32978
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59846,32976
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59846,32975
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59888,33236
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59888,33234
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59888,33233
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59888,33229
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59888,33225
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59888,33224
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59888,33222
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59888,33215
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59888,33213
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59888,33212
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59888,33188
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59889,33244
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59889,33243
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59889,33239
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59894,33378
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59894,33372
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59894,33369
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59894,33368
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59894,33367
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59894,33365
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59894,33363
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59894,33357
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59894,33356
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59894,33353
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59894,33351
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59894,33349
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59894,33348
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59894,33346
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59894,33345
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59894,33344
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59894,33342
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59894,33340
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59894,33334
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59894,33332
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59894,33329
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59894,33328
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59894,33327
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59894,33326
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59894,33318
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59894,33315
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59894,33298
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59894,33283
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59894,33278
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59895,33479
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59895,33457
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59896,33488
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59896,33487
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59896,33483
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59896,33476
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59896,33475
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59896,33458
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59896,33456
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59896,33455
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59896,33400
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59896,33399
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59896,33398
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59896,33389
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59915,33531
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59915,33525
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59915,33524
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59915,33522
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59915,33515
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59915,33513
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59915,33511
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59915,33506
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59915,33505
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59915,33503
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59915,33497
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59923,33562
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59923,33556
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59923,33555
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59923,33549
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59923,33547
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59923,33546
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59960,33900
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59960,33899
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59960,33892
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59960,33867
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59960,33865
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59960,33863
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59960,33862
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59960,33850
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59960,33846
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59960,33844
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59960,33840
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59960,33791
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59960,33788
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59960,33782
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59960,33780
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59960,33779
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59960,33768
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59960,33762
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59960,33761
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59964,34001
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59964,33988
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59964,33987
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59964,33986
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59964,33981
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59964,33971
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59964,33956
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59964,33954
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59964,33952
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59964,33951
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59964,33934
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59964,33932
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59964,33931
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59964,33929
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59964,33928
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59964,33923
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59964,33922
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59984,34154
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59984,34148
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59984,34141
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59984,34139
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59984,34132
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59984,34050
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59984,34049
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59984,34044
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59984,34043
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59984,34041
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59984,34040
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59984,34038
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59984,34037
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60006,34291
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60006,34282
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60036,34526
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60087,34757
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60087,34742
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60087,34738
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60087,34737
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60087,34735
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60087,34734
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60087,34733
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60087,34732
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60087,34726
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60087,34725
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60118,34813
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60118,34807
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60118,34806
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60118,34784
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60154,34899
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60154,34898
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60154,34897
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60154,34895
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60154,34893
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60154,34891
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60154,34890
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60154,34872
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60154,34871
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60154,34870
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60154,34869
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60154,34868
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60154,34867
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60154,34866
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60154,34865
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60154,34863
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60154,34861
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60154,34860
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60154,34858
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60154,34857
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60154,34856
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60154,34850
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60154,34849
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60154,34848
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60162,34989
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60162,34943
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60162,34915
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60162,34914
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60162,34913
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60162,34911
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60162,34910
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60162,34909
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60162,34903
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60179,35024
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60179,35022
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60179,35021
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60179,35020
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60179,35019
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60179,35018
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60179,35017
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60179,35016
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60179,35014
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60179,35013
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60179,35006
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60179,35003
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60179,35002
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60185,35181
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60185,35179
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60185,35177
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60185,35175
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60185,35173
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60185,35110
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60185,35109
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60185,35108
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60185,35107
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60185,35105
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60186,35314
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60186,35299
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60186,35232
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60186,35224
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60191,35430
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60191,35427
