data,hora,local,atividade,link,url_original
17/06/2020,10h00,PLENÁRIO,SESSÃO DELIBERATIVA REMOTA,https://www.congressonacional.leg.br/sessoes/agenda-do-congresso-nacional/-/pauta/24172,https://www.camara.leg.br/agenda/?dataInicial__proxy=01/02/2020&dataInicial=01/02/2020&dataFinal__proxy=01/07/2020&dataFinal=01/07/2020&categorias=Plen%C3%A1rio&pagina=6
17/06/2020,14h49,PLENÁRIO,Sessão Deliberativa Extraordinária (virtual),https://www.camara.leg.br/evento-legislativo/59683,https://www.camara.leg.br/agenda/?dataInicial__proxy=01/02/2020&dataInicial=01/02/2020&dataFinal__proxy=01/07/2020&dataFinal=01/07/2020&categorias=Plen%C3%A1rio&pagina=7
17/06/2020,16h00,PLENÁRIO,SESSÃO DELIBERATIVA REMOTA,https://www.congressonacional.leg.br/sessoes/agenda-do-congresso-nacional/-/pauta/24173,https://www.camara.leg.br/agenda/?dataInicial__proxy=01/02/2020&dataInicial=01/02/2020&dataFinal__proxy=01/07/2020&dataFinal=01/07/2020&categorias=Plen%C3%A1rio&pagina=7
18/06/2020,13h55,PLENÁRIO,Sessão Deliberativa Extraordinária (virtual),https://www.camara.leg.br/evento-legislativo/59686,https://www.camara.leg.br/agenda/?dataInicial__proxy=01/02/2020&dataInicial=01/02/2020&dataFinal__proxy=01/07/2020&dataFinal=01/07/2020&categorias=Plen%C3%A1rio&pagina=7
23/06/2020,12h55,PLENÁRIO,Breves Comunicados (virtual),https://www.camara.leg.br/evento-legislativo/59698,https://www.camara.leg.br/agenda/?dataInicial__proxy=01/02/2020&dataInicial=01/02/2020&dataFinal__proxy=01/07/2020&dataFinal=01/07/2020&categorias=Plen%C3%A1rio&pagina=7
23/06/2020,13h55,PLENÁRIO,Sessão Deliberativa Extraordinária (virtual),https://www.camara.leg.br/evento-legislativo/59693,https://www.camara.leg.br/agenda/?dataInicial__proxy=01/02/2020&dataInicial=01/02/2020&dataFinal__proxy=01/07/2020&dataFinal=01/07/2020&categorias=Plen%C3%A1rio&pagina=7
24/06/2020,10h00,PLENÁRIO,Breves Comunicados (virtual),https://www.camara.leg.br/evento-legislativo/59703,https://www.camara.leg.br/agenda/?dataInicial__proxy=01/02/2020&dataInicial=01/02/2020&dataFinal__proxy=01/07/2020&dataFinal=01/07/2020&categorias=Plen%C3%A1rio&pagina=7
24/06/2020,11h00,PLENÁRIO,Sessão Deliberativa Extraordinária (virtual),https://www.camara.leg.br/evento-legislativo/59701,https://www.camara.leg.br/agenda/?dataInicial__proxy=01/02/2020&dataInicial=01/02/2020&dataFinal__proxy=01/07/2020&dataFinal=01/07/2020&categorias=Plen%C3%A1rio&pagina=7
24/06/2020,16h33,PLENÁRIO,Sessão Deliberativa Extraordinária (virtual),https://www.camara.leg.br/evento-legislativo/59704,https://www.camara.leg.br/agenda/?dataInicial__proxy=01/02/2020&dataInicial=01/02/2020&dataFinal__proxy=01/07/2020&dataFinal=01/07/2020&categorias=Plen%C3%A1rio&pagina=7
25/06/2020,10h00,PLENÁRIO,Breves Comunicados,https://www.camara.leg.br/evento-legislativo/59707,https://www.camara.leg.br/agenda/?dataInicial__proxy=01/02/2020&dataInicial=01/02/2020&dataFinal__proxy=01/07/2020&dataFinal=01/07/2020&categorias=Plen%C3%A1rio&pagina=7
25/06/2020,11h00,PLENÁRIO,Sessão Deliberativa Extraordinária (virtual),https://www.camara.leg.br/evento-legislativo/59706,https://www.camara.leg.br/agenda/?dataInicial__proxy=01/02/2020&dataInicial=01/02/2020&dataFinal__proxy=01/07/2020&dataFinal=01/07/2020&categorias=Plen%C3%A1rio&pagina=7
30/06/2020,12h55,PLENÁRIO,Breves Comunicados,https://www.camara.leg.br/evento-legislativo/59711,https://www.camara.leg.br/agenda/?dataInicial__proxy=01/02/2020&dataInicial=01/02/2020&dataFinal__proxy=01/07/2020&dataFinal=01/07/2020&categorias=Plen%C3%A1rio&pagina=7
30/06/2020,13h55,PLENÁRIO,Sessão Deliberativa Extraordinária (virtual),https://www.camara.leg.br/evento-legislativo/59712,https://www.camara.leg.br/agenda/?dataInicial__proxy=01/02/2020&dataInicial=01/02/2020&dataFinal__proxy=01/07/2020&dataFinal=01/07/2020&categorias=Plen%C3%A1rio&pagina=7
01/07/2020,13h30,PLENÁRIO,Breves Comunicados,https://www.camara.leg.br/evento-legislativo/59722,https://www.camara.leg.br/agenda/?dataInicial__proxy=01/02/2020&dataInicial=01/02/2020&dataFinal__proxy=01/07/2020&dataFinal=01/07/2020&categorias=Plen%C3%A1rio&pagina=7
01/07/2020,14h30,PLENÁRIO,Sessão Deliberativa Extraordinária (virtual),https://www.camara.leg.br/evento-legislativo/59723,https://www.camara.leg.br/agenda/?dataInicial__proxy=01/02/2020&dataInicial=01/02/2020&dataFinal__proxy=01/07/2020&dataFinal=01/07/2020&categorias=Plen%C3%A1rio&pagina=7
