data,hora,local,evento,link,url,id,final_url
18/03/2020,09h00,PLENÁRIO,SESSAO DELIBERATIVA EXTRAORDINARIA,https://www.camara.leg.br/evento-legislativo/59509,https://www.camara.leg.br/agenda/?dataInicial__proxy=18/03/2020&dataInicial=18/03/2020&dataFinal__proxy=06/07/2021&dataFinal=22/09/2021&categorias=Plen%C3%A1rio&pagina=1,59509,https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59509
25/03/2020,19h00,PLENÁRIO,SESSAO DELIBERATIVA EXTRAORDINARIA (VIRTUAL),https://www.camara.leg.br/evento-legislativo/59527,https://www.camara.leg.br/agenda/?dataInicial__proxy=18/03/2020&dataInicial=18/03/2020&dataFinal__proxy=06/07/2021&dataFinal=22/09/2021&categorias=Plen%C3%A1rio&pagina=1,59527,https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59527
26/03/2020,15h00,PLENÁRIO,SESSAO DELIBERATIVA EXTRAORDINARIA (VIRTUAL),https://www.camara.leg.br/evento-legislativo/59530,https://www.camara.leg.br/agenda/?dataInicial__proxy=18/03/2020&dataInicial=18/03/2020&dataFinal__proxy=06/07/2021&dataFinal=22/09/2021&categorias=Plen%C3%A1rio&pagina=1,59530,https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59530
31/03/2020,18h40,PLENÁRIO,SESSAO DELIBERATIVA EXTRAORDINARIA (VIRTUAL),https://www.camara.leg.br/evento-legislativo/59536,https://www.camara.leg.br/agenda/?dataInicial__proxy=18/03/2020&dataInicial=18/03/2020&dataFinal__proxy=06/07/2021&dataFinal=22/09/2021&categorias=Plen%C3%A1rio&pagina=1,59536,https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59536
01/04/2020,11h00,PLENÁRIO,SESSAO DELIBERATIVA EXTRAORDINARIA (VIRTUAL),https://www.camara.leg.br/evento-legislativo/59539,https://www.camara.leg.br/agenda/?dataInicial__proxy=18/03/2020&dataInicial=18/03/2020&dataFinal__proxy=06/07/2021&dataFinal=22/09/2021&categorias=Plen%C3%A1rio&pagina=1,59539,https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59539
01/04/2020,19h34,PLENÁRIO,SESSAO DELIBERATIVA EXTRAORDINARIA (VIRTUAL),https://www.camara.leg.br/evento-legislativo/59542,https://www.camara.leg.br/agenda/?dataInicial__proxy=18/03/2020&dataInicial=18/03/2020&dataFinal__proxy=06/07/2021&dataFinal=22/09/2021&categorias=Plen%C3%A1rio&pagina=1,59542,https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59542
03/04/2020,10h00,PLENÁRIO,SESSAO DELIBERATIVA EXTRAORDINARIA (VIRTUAL),https://www.camara.leg.br/evento-legislativo/59543,https://www.camara.leg.br/agenda/?dataInicial__proxy=18/03/2020&dataInicial=18/03/2020&dataFinal__proxy=06/07/2021&dataFinal=22/09/2021&categorias=Plen%C3%A1rio&pagina=1,59543,https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59543
06/04/2020,15h00,PLENÁRIO,SESSAO DELIBERATIVA EXTRAORDINARIA (VIRTUAL),https://www.camara.leg.br/evento-legislativo/59547,https://www.camara.leg.br/agenda/?dataInicial__proxy=18/03/2020&dataInicial=18/03/2020&dataFinal__proxy=06/07/2021&dataFinal=22/09/2021&categorias=Plen%C3%A1rio&pagina=1,59547,https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59547
07/04/2020,15h00,PLENÁRIO,SESSAO DELIBERATIVA EXTRAORDINARIA (VIRTUAL),https://www.camara.leg.br/evento-legislativo/59549,https://www.camara.leg.br/agenda/?dataInicial__proxy=18/03/2020&dataInicial=18/03/2020&dataFinal__proxy=06/07/2021&dataFinal=22/09/2021&categorias=Plen%C3%A1rio&pagina=1,59549,https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59549
08/04/2020,11h00,PLENÁRIO,SESSAO DELIBERATIVA EXTRAORDINARIA (VIRTUAL),https://www.camara.leg.br/evento-legislativo/59555,https://www.camara.leg.br/agenda/?dataInicial__proxy=18/03/2020&dataInicial=18/03/2020&dataFinal__proxy=06/07/2021&dataFinal=22/09/2021&categorias=Plen%C3%A1rio&pagina=1,59555,https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59555
09/04/2020,10h00,PLENÁRIO,SESSAO DELIBERATIVA EXTRAORDINARIA (VIRTUAL),https://www.camara.leg.br/evento-legislativo/59557,https://www.camara.leg.br/agenda/?dataInicial__proxy=18/03/2020&dataInicial=18/03/2020&dataFinal__proxy=06/07/2021&dataFinal=22/09/2021&categorias=Plen%C3%A1rio&pagina=1,59557,https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59557
13/04/2020,13h55,PLENÁRIO,SESSAO DELIBERATIVA EXTRAORDINARIA (VIRTUAL),https://www.camara.leg.br/evento-legislativo/59560,https://www.camara.leg.br/agenda/?dataInicial__proxy=18/03/2020&dataInicial=18/03/2020&dataFinal__proxy=06/07/2021&dataFinal=22/09/2021&categorias=Plen%C3%A1rio&pagina=1,59560,https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59560
13/04/2020,Após a 1ª Sessão Deliberativa Extraordinária,PLENÁRIO,SESSAO DELIBERATIVA EXTRAORDINARIA (VIRTUAL),https://www.camara.leg.br/evento-legislativo/59561,https://www.camara.leg.br/agenda/?dataInicial__proxy=18/03/2020&dataInicial=18/03/2020&dataFinal__proxy=06/07/2021&dataFinal=22/09/2021&categorias=Plen%C3%A1rio&pagina=1,59561,https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59561
14/04/2020,10h00,PLENÁRIO,SESSAO DELIBERATIVA EXTRAORDINARIA (VIRTUAL),https://www.camara.leg.br/evento-legislativo/59565,https://www.camara.leg.br/agenda/?dataInicial__proxy=18/03/2020&dataInicial=18/03/2020&dataFinal__proxy=06/07/2021&dataFinal=22/09/2021&categorias=Plen%C3%A1rio&pagina=1,59565,https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59565
14/04/2020,18h52,PLENÁRIO,SESSAO DELIBERATIVA EXTRAORDINARIA (VIRTUAL),https://www.camara.leg.br/evento-legislativo/59569,https://www.camara.leg.br/agenda/?dataInicial__proxy=18/03/2020&dataInicial=18/03/2020&dataFinal__proxy=06/07/2021&dataFinal=22/09/2021&categorias=Plen%C3%A1rio&pagina=1,59569,https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59569
14/04/2020,23h47,PLENÁRIO,SESSAO DELIBERATIVA EXTRAORDINARIA (VIRTUAL),https://www.camara.leg.br/evento-legislativo/59570,https://www.camara.leg.br/agenda/?dataInicial__proxy=18/03/2020&dataInicial=18/03/2020&dataFinal__proxy=06/07/2021&dataFinal=22/09/2021&categorias=Plen%C3%A1rio&pagina=2,59570,https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59570
16/04/2020,13h55,PLENÁRIO,SESSAO DELIBERATIVA EXTRAORDINARIA (VIRTUAL),https://www.camara.leg.br/evento-legislativo/59571,https://www.camara.leg.br/agenda/?dataInicial__proxy=18/03/2020&dataInicial=18/03/2020&dataFinal__proxy=06/07/2021&dataFinal=22/09/2021&categorias=Plen%C3%A1rio&pagina=2,59571,https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59571
22/04/2020,13h55,PLENÁRIO,SESSAO DELIBERATIVA EXTRAORDINARIA (VIRTUAL),https://www.camara.leg.br/evento-legislativo/59573,https://www.camara.leg.br/agenda/?dataInicial__proxy=18/03/2020&dataInicial=18/03/2020&dataFinal__proxy=06/07/2021&dataFinal=22/09/2021&categorias=Plen%C3%A1rio&pagina=2,59573,https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59573
23/04/2020,13h55,PLENÁRIO,SESSAO DELIBERATIVA EXTRAORDINARIA (VIRTUAL),https://www.camara.leg.br/evento-legislativo/59577,https://www.camara.leg.br/agenda/?dataInicial__proxy=18/03/2020&dataInicial=18/03/2020&dataFinal__proxy=06/07/2021&dataFinal=22/09/2021&categorias=Plen%C3%A1rio&pagina=2,59577,https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59577
27/04/2020,13h55,PLENÁRIO,SESSAO DELIBERATIVA EXTRAORDINARIA (VIRTUAL),https://www.camara.leg.br/evento-legislativo/59580,https://www.camara.leg.br/agenda/?dataInicial__proxy=18/03/2020&dataInicial=18/03/2020&dataFinal__proxy=06/07/2021&dataFinal=22/09/2021&categorias=Plen%C3%A1rio&pagina=2,59580,https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59580
28/04/2020,14h30,PLENÁRIO,SESSAO DELIBERATIVA EXTRAORDINARIA (VIRTUAL),https://www.camara.leg.br/evento-legislativo/59584,https://www.camara.leg.br/agenda/?dataInicial__proxy=18/03/2020&dataInicial=18/03/2020&dataFinal__proxy=06/07/2021&dataFinal=22/09/2021&categorias=Plen%C3%A1rio&pagina=2,59584,https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59584
29/04/2020,13h55,PLENÁRIO,SESSAO DELIBERATIVA EXTRAORDINARIA (VIRTUAL),https://www.camara.leg.br/evento-legislativo/59585,https://www.camara.leg.br/agenda/?dataInicial__proxy=18/03/2020&dataInicial=18/03/2020&dataFinal__proxy=06/07/2021&dataFinal=22/09/2021&categorias=Plen%C3%A1rio&pagina=2,59585,https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59585
04/05/2020,13h55,PLENÁRIO,SESSAO DELIBERATIVA EXTRAORDINARIA (VIRTUAL),https://www.camara.leg.br/evento-legislativo/59588,https://www.camara.leg.br/agenda/?dataInicial__proxy=18/03/2020&dataInicial=18/03/2020&dataFinal__proxy=06/07/2021&dataFinal=22/09/2021&categorias=Plen%C3%A1rio&pagina=2,59588,https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59588
05/05/2020,11h00,PLENÁRIO,SESSAO DELIBERATIVA EXTRAORDINARIA (VIRTUAL),https://www.camara.leg.br/evento-legislativo/59594,https://www.camara.leg.br/agenda/?dataInicial__proxy=18/03/2020&dataInicial=18/03/2020&dataFinal__proxy=06/07/2021&dataFinal=22/09/2021&categorias=Plen%C3%A1rio&pagina=2,59594,https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59594
05/05/2020,16h40,PLENÁRIO,SESSAO DELIBERATIVA EXTRAORDINARIA (VIRTUAL),https://www.camara.leg.br/evento-legislativo/59596,https://www.camara.leg.br/agenda/?dataInicial__proxy=18/03/2020&dataInicial=18/03/2020&dataFinal__proxy=06/07/2021&dataFinal=22/09/2021&categorias=Plen%C3%A1rio&pagina=2,59596,https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59596
06/05/2020,11h30,PLENÁRIO,SESSAO DELIBERATIVA EXTRAORDINARIA (VIRTUAL),https://www.camara.leg.br/evento-legislativo/59597,https://www.camara.leg.br/agenda/?dataInicial__proxy=18/03/2020&dataInicial=18/03/2020&dataFinal__proxy=06/07/2021&dataFinal=22/09/2021&categorias=Plen%C3%A1rio&pagina=2,59597,https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59597
08/05/2020,14h00,PLENÁRIO,SESSAO DELIBERATIVA EXTRAORDINARIA (VIRTUAL),https://www.camara.leg.br/evento-legislativo/59601,https://www.camara.leg.br/agenda/?dataInicial__proxy=18/03/2020&dataInicial=18/03/2020&dataFinal__proxy=06/07/2021&dataFinal=22/09/2021&categorias=Plen%C3%A1rio&pagina=2,59601,https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59601
11/05/2020,15h00,PLENÁRIO,SESSAO DELIBERATIVA EXTRAORDINARIA (VIRTUAL),https://www.camara.leg.br/evento-legislativo/59610,https://www.camara.leg.br/agenda/?dataInicial__proxy=18/03/2020&dataInicial=18/03/2020&dataFinal__proxy=06/07/2021&dataFinal=22/09/2021&categorias=Plen%C3%A1rio&pagina=2,59610,https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59610
12/05/2020,10h00,PLENÁRIO,SESSAO DELIBERATIVA EXTRAORDINARIA (VIRTUAL),https://www.camara.leg.br/evento-legislativo/59612,https://www.camara.leg.br/agenda/?dataInicial__proxy=18/03/2020&dataInicial=18/03/2020&dataFinal__proxy=06/07/2021&dataFinal=22/09/2021&categorias=Plen%C3%A1rio&pagina=2,59612,https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59612
12/05/2020,15h00,PLENÁRIO,SESSAO DELIBERATIVA EXTRAORDINARIA (VIRTUAL),https://www.camara.leg.br/evento-legislativo/59613,https://www.camara.leg.br/agenda/?dataInicial__proxy=18/03/2020&dataInicial=18/03/2020&dataFinal__proxy=06/07/2021&dataFinal=22/09/2021&categorias=Plen%C3%A1rio&pagina=2,59613,https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59613
13/05/2020,Após sessão do Congresso Nacional,PLENÁRIO,SESSAO DELIBERATIVA EXTRAORDINARIA (VIRTUAL),https://www.camara.leg.br/evento-legislativo/59616,https://www.camara.leg.br/agenda/?dataInicial__proxy=18/03/2020&dataInicial=18/03/2020&dataFinal__proxy=06/07/2021&dataFinal=22/09/2021&categorias=Plen%C3%A1rio&pagina=2,59616,https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59616
14/05/2020,13h55,PLENÁRIO,SESSAO DELIBERATIVA EXTRAORDINARIA (VIRTUAL),https://www.camara.leg.br/evento-legislativo/59618,https://www.camara.leg.br/agenda/?dataInicial__proxy=18/03/2020&dataInicial=18/03/2020&dataFinal__proxy=06/07/2021&dataFinal=22/09/2021&categorias=Plen%C3%A1rio&pagina=3,59618,https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59618
19/05/2020,13h55,PLENÁRIO,SESSAO DELIBERATIVA EXTRAORDINARIA (VIRTUAL),https://www.camara.leg.br/evento-legislativo/59621,https://www.camara.leg.br/agenda/?dataInicial__proxy=18/03/2020&dataInicial=18/03/2020&dataFinal__proxy=06/07/2021&dataFinal=22/09/2021&categorias=Plen%C3%A1rio&pagina=3,59621,https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59621
20/05/2020,13h55,PLENÁRIO,SESSAO DELIBERATIVA EXTRAORDINARIA (VIRTUAL),https://www.camara.leg.br/evento-legislativo/59632,https://www.camara.leg.br/agenda/?dataInicial__proxy=18/03/2020&dataInicial=18/03/2020&dataFinal__proxy=06/07/2021&dataFinal=22/09/2021&categorias=Plen%C3%A1rio&pagina=3,59632,https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59632
20/05/2020,15h31,PLENÁRIO,SESSAO DELIBERATIVA EXTRAORDINARIA (VIRTUAL),https://www.camara.leg.br/evento-legislativo/59637,https://www.camara.leg.br/agenda/?dataInicial__proxy=18/03/2020&dataInicial=18/03/2020&dataFinal__proxy=06/07/2021&dataFinal=22/09/2021&categorias=Plen%C3%A1rio&pagina=3,59637,https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59637
21/05/2020,Após a Sessão do Congresso Nacional (Deputados),PLENÁRIO,SESSAO DELIBERATIVA EXTRAORDINARIA (VIRTUAL),https://www.camara.leg.br/evento-legislativo/59639,https://www.camara.leg.br/agenda/?dataInicial__proxy=18/03/2020&dataInicial=18/03/2020&dataFinal__proxy=06/07/2021&dataFinal=22/09/2021&categorias=Plen%C3%A1rio&pagina=3,59639,https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59639
26/05/2020,13h55,PLENÁRIO,SESSAO DELIBERATIVA EXTRAORDINARIA (VIRTUAL),https://www.camara.leg.br/evento-legislativo/59642,https://www.camara.leg.br/agenda/?dataInicial__proxy=18/03/2020&dataInicial=18/03/2020&dataFinal__proxy=06/07/2021&dataFinal=22/09/2021&categorias=Plen%C3%A1rio&pagina=3,59642,https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59642
27/05/2020,13h55,PLENÁRIO,SESSAO DELIBERATIVA EXTRAORDINARIA (VIRTUAL),https://www.camara.leg.br/evento-legislativo/59649,https://www.camara.leg.br/agenda/?dataInicial__proxy=18/03/2020&dataInicial=18/03/2020&dataFinal__proxy=06/07/2021&dataFinal=22/09/2021&categorias=Plen%C3%A1rio&pagina=3,59649,https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59649
28/05/2020,13h55,PLENÁRIO,SESSAO DELIBERATIVA EXTRAORDINARIA (VIRTUAL),https://www.camara.leg.br/evento-legislativo/59652,https://www.camara.leg.br/agenda/?dataInicial__proxy=18/03/2020&dataInicial=18/03/2020&dataFinal__proxy=06/07/2021&dataFinal=22/09/2021&categorias=Plen%C3%A1rio&pagina=3,59652,https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59652
02/06/2020,15h00,PLENÁRIO,SESSAO DELIBERATIVA EXTRAORDINARIA (VIRTUAL),https://www.camara.leg.br/evento-legislativo/59658,https://www.camara.leg.br/agenda/?dataInicial__proxy=18/03/2020&dataInicial=18/03/2020&dataFinal__proxy=06/07/2021&dataFinal=22/09/2021&categorias=Plen%C3%A1rio&pagina=3,59658,https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59658
03/06/2020,13h55,PLENÁRIO,SESSAO DELIBERATIVA EXTRAORDINARIA (VIRTUAL),https://www.camara.leg.br/evento-legislativo/59659,https://www.camara.leg.br/agenda/?dataInicial__proxy=18/03/2020&dataInicial=18/03/2020&dataFinal__proxy=06/07/2021&dataFinal=22/09/2021&categorias=Plen%C3%A1rio&pagina=3,59659,https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59659
04/06/2020,11h00,PLENÁRIO,SESSAO DELIBERATIVA EXTRAORDINARIA (VIRTUAL),https://www.camara.leg.br/evento-legislativo/59660,https://www.camara.leg.br/agenda/?dataInicial__proxy=18/03/2020&dataInicial=18/03/2020&dataFinal__proxy=06/07/2021&dataFinal=22/09/2021&categorias=Plen%C3%A1rio&pagina=3,59660,https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59660
09/06/2020,13h55,PLENÁRIO,SESSAO DELIBERATIVA EXTRAORDINARIA (VIRTUAL),https://www.camara.leg.br/evento-legislativo/59670,https://www.camara.leg.br/agenda/?dataInicial__proxy=18/03/2020&dataInicial=18/03/2020&dataFinal__proxy=06/07/2021&dataFinal=22/09/2021&categorias=Plen%C3%A1rio&pagina=3,59670,https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59670
10/06/2020,13h55,PLENÁRIO,SESSAO DELIBERATIVA EXTRAORDINARIA (VIRTUAL),https://www.camara.leg.br/evento-legislativo/59674,https://www.camara.leg.br/agenda/?dataInicial__proxy=18/03/2020&dataInicial=18/03/2020&dataFinal__proxy=06/07/2021&dataFinal=22/09/2021&categorias=Plen%C3%A1rio&pagina=3,59674,https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59674
16/06/2020,13h55,PLENÁRIO,SESSAO DELIBERATIVA EXTRAORDINARIA (VIRTUAL),https://www.camara.leg.br/evento-legislativo/59675,https://www.camara.leg.br/agenda/?dataInicial__proxy=18/03/2020&dataInicial=18/03/2020&dataFinal__proxy=06/07/2021&dataFinal=22/09/2021&categorias=Plen%C3%A1rio&pagina=3,59675,https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59675
17/06/2020,10h00,PLENÁRIO,SESSAO DELIBERATIVA EXTRAORDINARIA (VIRTUAL),https://www.camara.leg.br/evento-legislativo/59680,https://www.camara.leg.br/agenda/?dataInicial__proxy=18/03/2020&dataInicial=18/03/2020&dataFinal__proxy=06/07/2021&dataFinal=22/09/2021&categorias=Plen%C3%A1rio&pagina=3,59680,https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59680
17/06/2020,14h49,PLENÁRIO,SESSAO DELIBERATIVA EXTRAORDINARIA (VIRTUAL),https://www.camara.leg.br/evento-legislativo/59683,https://www.camara.leg.br/agenda/?dataInicial__proxy=18/03/2020&dataInicial=18/03/2020&dataFinal__proxy=06/07/2021&dataFinal=22/09/2021&categorias=Plen%C3%A1rio&pagina=4,59683,https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59683
18/06/2020,13h55,PLENÁRIO,SESSAO DELIBERATIVA EXTRAORDINARIA (VIRTUAL),https://www.camara.leg.br/evento-legislativo/59686,https://www.camara.leg.br/agenda/?dataInicial__proxy=18/03/2020&dataInicial=18/03/2020&dataFinal__proxy=06/07/2021&dataFinal=22/09/2021&categorias=Plen%C3%A1rio&pagina=4,59686,https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59686
23/06/2020,13h55,PLENÁRIO,SESSAO DELIBERATIVA EXTRAORDINARIA (VIRTUAL),https://www.camara.leg.br/evento-legislativo/59693,https://www.camara.leg.br/agenda/?dataInicial__proxy=18/03/2020&dataInicial=18/03/2020&dataFinal__proxy=06/07/2021&dataFinal=22/09/2021&categorias=Plen%C3%A1rio&pagina=4,59693,https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59693
24/06/2020,11h00,PLENÁRIO,SESSAO DELIBERATIVA EXTRAORDINARIA (VIRTUAL),https://www.camara.leg.br/evento-legislativo/59701,https://www.camara.leg.br/agenda/?dataInicial__proxy=18/03/2020&dataInicial=18/03/2020&dataFinal__proxy=06/07/2021&dataFinal=22/09/2021&categorias=Plen%C3%A1rio&pagina=4,59701,https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59701
24/06/2020,16h33,PLENÁRIO,SESSAO DELIBERATIVA EXTRAORDINARIA (VIRTUAL),https://www.camara.leg.br/evento-legislativo/59704,https://www.camara.leg.br/agenda/?dataInicial__proxy=18/03/2020&dataInicial=18/03/2020&dataFinal__proxy=06/07/2021&dataFinal=22/09/2021&categorias=Plen%C3%A1rio&pagina=4,59704,https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59704
25/06/2020,11h00,PLENÁRIO,SESSAO DELIBERATIVA EXTRAORDINARIA (VIRTUAL),https://www.camara.leg.br/evento-legislativo/59706,https://www.camara.leg.br/agenda/?dataInicial__proxy=18/03/2020&dataInicial=18/03/2020&dataFinal__proxy=06/07/2021&dataFinal=22/09/2021&categorias=Plen%C3%A1rio&pagina=4,59706,https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59706
30/06/2020,13h55,PLENÁRIO,SESSAO DELIBERATIVA EXTRAORDINARIA (VIRTUAL),https://www.camara.leg.br/evento-legislativo/59712,https://www.camara.leg.br/agenda/?dataInicial__proxy=18/03/2020&dataInicial=18/03/2020&dataFinal__proxy=06/07/2021&dataFinal=22/09/2021&categorias=Plen%C3%A1rio&pagina=4,59712,https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59712
01/07/2020,14h30,PLENÁRIO,SESSAO DELIBERATIVA EXTRAORDINARIA (VIRTUAL),https://www.camara.leg.br/evento-legislativo/59723,https://www.camara.leg.br/agenda/?dataInicial__proxy=18/03/2020&dataInicial=18/03/2020&dataFinal__proxy=06/07/2021&dataFinal=22/09/2021&categorias=Plen%C3%A1rio&pagina=4,59723,https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59723
06/07/2020,16h00,PLENÁRIO,SESSAO DELIBERATIVA EXTRAORDINARIA (VIRTUAL),https://www.camara.leg.br/evento-legislativo/59724,https://www.camara.leg.br/agenda/?dataInicial__proxy=18/03/2020&dataInicial=18/03/2020&dataFinal__proxy=06/07/2021&dataFinal=22/09/2021&categorias=Plen%C3%A1rio&pagina=4,59724,https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59724
07/07/2020,13h55,PLENÁRIO,SESSAO DELIBERATIVA EXTRAORDINARIA (VIRTUAL),https://www.camara.leg.br/evento-legislativo/59725,https://www.camara.leg.br/agenda/?dataInicial__proxy=18/03/2020&dataInicial=18/03/2020&dataFinal__proxy=06/07/2021&dataFinal=22/09/2021&categorias=Plen%C3%A1rio&pagina=4,59725,https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59725
08/07/2020,15h00,PLENÁRIO,SESSAO DELIBERATIVA EXTRAORDINARIA (VIRTUAL),https://www.camara.leg.br/evento-legislativo/59732,https://www.camara.leg.br/agenda/?dataInicial__proxy=18/03/2020&dataInicial=18/03/2020&dataFinal__proxy=06/07/2021&dataFinal=22/09/2021&categorias=Plen%C3%A1rio&pagina=4,59732,https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59732
08/07/2020,15h52,PLENÁRIO,SESSAO DELIBERATIVA EXTRAORDINARIA (VIRTUAL),https://www.camara.leg.br/evento-legislativo/59733,https://www.camara.leg.br/agenda/?dataInicial__proxy=18/03/2020&dataInicial=18/03/2020&dataFinal__proxy=06/07/2021&dataFinal=22/09/2021&categorias=Plen%C3%A1rio&pagina=4,59733,https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59733
09/07/2020,13h55,PLENÁRIO,SESSAO DELIBERATIVA EXTRAORDINARIA (VIRTUAL),https://www.camara.leg.br/evento-legislativo/59737,https://www.camara.leg.br/agenda/?dataInicial__proxy=18/03/2020&dataInicial=18/03/2020&dataFinal__proxy=06/07/2021&dataFinal=22/09/2021&categorias=Plen%C3%A1rio&pagina=5,59737,https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59737
14/07/2020,13h55,PLENÁRIO,SESSAO DELIBERATIVA EXTRAORDINARIA (VIRTUAL),https://www.camara.leg.br/evento-legislativo/59739,https://www.camara.leg.br/agenda/?dataInicial__proxy=18/03/2020&dataInicial=18/03/2020&dataFinal__proxy=06/07/2021&dataFinal=22/09/2021&categorias=Plen%C3%A1rio&pagina=5,59739,https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59739
15/07/2020,13h55,PLENÁRIO,SESSAO DELIBERATIVA EXTRAORDINARIA (VIRTUAL),https://www.camara.leg.br/evento-legislativo/59757,https://www.camara.leg.br/agenda/?dataInicial__proxy=18/03/2020&dataInicial=18/03/2020&dataFinal__proxy=06/07/2021&dataFinal=22/09/2021&categorias=Plen%C3%A1rio&pagina=5,59757,https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59757
16/07/2020,11h00,PLENÁRIO,SESSAO DELIBERATIVA EXTRAORDINARIA (VIRTUAL),https://www.camara.leg.br/evento-legislativo/59762,https://www.camara.leg.br/agenda/?dataInicial__proxy=18/03/2020&dataInicial=18/03/2020&dataFinal__proxy=06/07/2021&dataFinal=22/09/2021&categorias=Plen%C3%A1rio&pagina=5,59762,https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59762
20/07/2020,15h00,PLENÁRIO,SESSAO DELIBERATIVA EXTRAORDINARIA (VIRTUAL),https://www.camara.leg.br/evento-legislativo/59772,https://www.camara.leg.br/agenda/?dataInicial__proxy=18/03/2020&dataInicial=18/03/2020&dataFinal__proxy=06/07/2021&dataFinal=22/09/2021&categorias=Plen%C3%A1rio&pagina=5,59772,https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59772
21/07/2020,13h55,PLENÁRIO,SESSAO DELIBERATIVA EXTRAORDINARIA (VIRTUAL),https://www.camara.leg.br/evento-legislativo/59778,https://www.camara.leg.br/agenda/?dataInicial__proxy=18/03/2020&dataInicial=18/03/2020&dataFinal__proxy=06/07/2021&dataFinal=22/09/2021&categorias=Plen%C3%A1rio&pagina=5,59778,https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=59778
